age,arab,children_0_1,children_0_17,children_2_4,children_5_9,children_10_14,children_15_17,highest_cert,lf_char,marital,schooling,week_hours,yeshiva
24,1,0,0,0,0,0,0,2,3,4,12,0,0
42,1,0,3,0,0,1,2,1,1,1,11,48,0
39,0,0,3,0,3,0,0,2,1,1,12,45,0
68,0,0,0,0,0,0,0,1,2,1,11,30,0
16,0,0,1,0,0,0,1,1,1,4,11,50,0
46,0,0,1,0,0,1,0,6,1,1,15,45,0
56,1,0,0,0,0,0,0,1,1,1,10,50,0
56,0,0,1,0,0,0,1,2,1,1,11,-1,0
30,0,0,0,0,0,0,0,3,1,4,12,40,0
59,0,0,0,0,0,0,0,4,1,1,14,60,0
65,0,0,0,0,0,0,0,2,1,4,12,48,0
53,1,0,1,0,0,1,0,3,1,1,12,48,0
33,1,0,1,0,1,0,0,1,1,2,9,46,0
31,1,1,1,0,0,0,0,3,1,1,12,48,0
61,1,0,0,0,0,0,0,1,1,1,10,48,0
49,1,0,1,0,0,0,1,1,1,1,8,48,0
28,1,0,2,2,0,0,0,1,1,1,9,-1,0
58,1,0,0,0,0,0,0,1,1,1,7,48,0
21,1,0,0,0,0,0,0,2,1,4,12,48,0
21,1,1,6,0,2,1,2,3,1,4,12,40,0
23,1,1,3,2,0,0,0,9,1,1,8,48,0
43,0,0,0,0,0,0,0,5,1,2,14,-1,0
45,0,0,8,3,2,2,1,2,1,1,12,45,0
21,0,0,1,0,1,0,0,2,1,4,12,55,0
68,0,0,0,0,0,0,0,1,2,1,10,25,0
26,0,0,0,0,0,0,0,2,2,4,12,43,0
63,0,0,1,0,0,0,1,1,2,1,8,45,0
28,0,0,0,0,0,0,0,1,1,1,10,50,0
40,0,0,4,1,3,0,0,3,1,1,11,55,0
57,1,0,0,0,0,0,0,2,1,1,12,48,0
37,0,0,0,0,0,0,0,2,1,4,12,45,0
16,0,0,1,0,0,0,1,1,1,4,11,50,0
35,0,0,0,0,0,0,0,3,1,4,11,45,0
56,0,0,0,0,0,0,0,1,1,1,8,40,0
32,0,0,0,0,0,0,0,3,1,4,11,45,0
22,0,0,2,1,1,0,0,3,1,4,12,40,0
47,1,0,3,0,0,2,1,1,1,1,9,48,0
20,1,0,3,0,0,2,1,1,1,4,10,48,0
51,0,0,2,0,0,2,0,8,2,1,16,-1,1
60,0,0,0,0,0,0,0,4,1,1,13,66,0
42,0,0,0,0,0,0,0,4,1,2,14,66,0
18,1,0,1,0,0,0,1,9,1,1,4,48,0
18,1,0,1,0,0,0,1,9,1,1,4,48,0
18,1,0,1,0,0,0,1,9,1,1,4,48,0
18,1,0,1,0,0,0,1,9,1,1,4,48,0
62,0,0,0,0,0,0,0,4,1,1,14,45,0
45,0,0,2,0,1,0,1,1,1,1,13,50,0
43,0,0,2,0,0,0,2,3,1,1,11,60,0
24,0,0,0,0,0,0,0,2,1,4,12,45,0
43,0,0,2,0,0,0,2,3,1,1,11,60,0
62,0,0,0,0,0,0,0,6,1,2,16,44,0
59,0,0,0,0,0,0,0,4,1,1,14,40,0
76,0,0,0,0,0,0,0,2,1,1,10,47,0
54,0,0,1,0,0,1,0,1,2,1,8,40,0
66,0,0,0,0,0,0,0,6,1,1,15,50,0
39,0,0,1,1,0,0,0,4,6,1,14,0,0
60,0,0,0,0,0,0,0,6,3,1,15,0,0
40,0,0,1,1,0,0,0,4,4,1,14,0,0
64,0,0,0,0,0,0,0,2,1,1,12,45,0
41,0,0,3,2,1,0,0,4,1,1,16,50,0
52,0,0,2,1,0,0,1,3,1,4,10,50,0
59,0,0,0,0,0,0,0,2,1,1,12,43,0
68,0,0,0,0,0,0,0,5,1,1,15,45,0
48,0,0,0,0,0,0,0,4,1,1,18,50,0
58,0,0,0,0,0,0,0,6,1,1,17,45,0
34,0,1,5,2,0,2,0,5,3,1,14,0,0
46,0,1,3,0,1,1,0,3,1,1,12,40,0
39,0,0,2,0,1,1,0,5,1,1,17,42,0
32,1,1,1,0,0,0,0,3,1,1,12,45,0
21,1,0,0,0,0,0,0,1,1,4,10,45,0
37,0,0,2,0,2,0,0,4,1,1,12,60,0
48,1,0,1,0,0,0,1,1,1,1,8,50,0
57,0,1,1,0,0,0,0,3,1,1,10,45,0
55,0,0,3,0,0,1,2,2,2,1,12,40,0
53,0,0,0,0,0,0,0,6,1,1,19,59,0
36,1,0,0,0,0,0,0,8,1,4,13,48,0
28,1,1,1,0,0,0,0,3,1,1,12,46,0
41,1,0,0,0,0,0,0,2,1,1,12,46,0
62,0,0,0,0,0,0,0,1,1,1,8,45,0
29,1,0,3,1,2,0,0,3,1,1,14,48,0
56,1,0,0,0,0,0,0,9,3,1,2,0,0
54,0,0,0,0,0,0,0,3,1,1,12,-1,0
58,0,0,0,0,0,0,0,6,1,1,17,43,0
54,0,0,2,2,0,0,0,1,1,1,10,45,0
25,1,0,0,0,0,0,0,2,1,1,12,48,0
29,0,0,0,0,0,0,0,3,1,4,14,35,0
66,0,0,0,0,0,0,0,2,1,1,12,45,0
66,0,0,0,0,0,0,0,3,1,2,12,50,0
50,0,0,1,0,0,1,0,4,1,1,13,40,0
58,0,0,0,0,0,0,0,4,1,1,14,55,0
54,0,0,1,0,0,0,1,2,1,1,11,40,0
44,0,0,2,0,1,1,0,2,1,1,10,50,0
30,1,0,0,0,0,0,0,3,1,4,12,48,0
39,1,1,5,0,2,2,0,2,1,1,12,48,0
57,1,0,0,0,0,0,0,9,3,1,6,0,0
26,1,0,0,0,0,0,0,2,1,4,12,46,0
27,1,1,1,0,0,0,0,2,1,1,12,46,0
53,0,0,2,0,0,1,1,4,1,1,15,42,0
29,0,1,2,1,0,0,0,4,1,1,15,50,0
53,0,0,0,0,0,0,0,6,1,2,16,45,0
58,0,0,0,0,0,0,0,1,1,1,11,40,0
66,0,0,0,0,0,0,0,2,2,1,12,42,0
64,0,0,0,0,0,0,0,1,2,1,8,43,0
50,0,0,1,0,0,1,0,4,1,1,13,40,0
54,0,0,1,0,0,0,1,1,3,1,10,0,0
62,0,0,0,0,0,0,0,4,1,1,14,45,0
43,1,0,2,2,0,0,0,2,1,1,12,46,0
33,1,0,2,0,2,0,0,3,1,1,12,48,0
36,0,0,3,0,3,0,0,4,1,1,13,45,0
55,0,0,0,0,0,0,0,3,1,1,14,40,0
31,1,0,0,0,0,0,0,3,1,4,12,48,0
39,1,1,5,0,2,2,0,2,1,1,12,48,0
45,1,0,1,0,0,0,1,2,1,1,12,48,0
26,0,0,0,0,0,0,0,3,1,4,12,42,0
61,0,0,0,0,0,0,0,4,2,1,14,27,0
59,0,0,0,0,0,0,0,2,1,1,12,45,0
30,0,0,0,0,0,0,0,2,2,1,12,40,0
64,0,0,0,0,0,0,0,1,1,1,8,43,0
66,0,0,0,0,0,0,0,1,1,1,11,45,0
62,0,0,0,0,0,0,0,4,1,1,14,40,0
55,0,0,0,0,0,0,0,2,1,1,12,50,0
31,1,1,1,0,0,0,0,4,1,1,14,48,0
38,1,0,3,1,1,1,0,4,6,1,13,0,0
44,0,1,4,1,0,2,0,2,1,1,12,45,0
62,0,0,0,0,0,0,0,9,1,1,8,45,0
35,1,1,1,0,0,0,0,3,1,1,12,48,0
55,0,0,0,0,0,0,0,3,1,1,10,-1,0
62,0,0,0,0,0,0,0,6,1,1,16,58,0
45,1,0,1,0,0,0,1,1,1,1,5,48,0
27,1,1,2,1,0,0,0,2,1,1,12,48,0
54,0,0,0,0,0,0,0,2,1,1,12,50,0
26,0,0,0,0,0,0,0,3,1,4,12,42,0
62,0,0,0,0,0,0,0,1,1,1,10,40,0
51,0,0,1,0,0,0,1,1,1,1,9,60,0
30,0,0,0,0,0,0,0,2,1,1,12,43,0
34,0,1,5,2,0,2,0,4,1,1,14,50,0
67,0,0,0,0,0,0,0,2,1,1,12,45,0
67,0,0,0,0,0,0,0,3,1,1,12,45,0
62,0,0,0,0,0,0,0,4,1,1,12,-1,0
28,0,0,1,1,0,0,0,4,1,1,14,65,0
63,0,0,0,0,0,0,0,4,1,1,12,-1,0
26,0,0,0,0,0,0,0,3,1,4,13,36,0
31,0,1,1,0,0,0,0,3,3,1,14,0,0
50,0,0,4,1,1,1,1,1,1,1,7,-1,0
51,0,0,1,0,0,0,1,2,1,1,12,43,0
50,0,0,4,1,1,1,1,1,1,1,10,40,0
26,0,0,0,0,0,0,0,4,6,4,14,0,0
47,0,0,2,0,0,1,1,2,1,1,12,45,0
54,0,0,0,0,0,0,0,3,3,1,10,0,0
53,0,0,0,0,0,0,0,1,1,1,8,-1,0
42,1,0,3,1,1,1,0,1,1,1,9,50,0
62,0,0,0,0,0,0,0,6,1,1,18,36,0
62,0,0,0,0,0,0,0,1,2,2,8,-1,0
51,0,0,1,0,0,0,1,2,1,1,10,45,0
58,0,0,0,0,0,0,0,1,1,1,11,40,0
36,0,0,0,0,0,0,0,,2,4,16,40,0
36,0,0,2,0,2,0,0,4,1,1,14,60,0
32,1,0,2,1,1,0,0,1,1,5,8,48,0
36,0,1,1,0,0,0,0,2,1,1,12,50,0
51,0,0,2,0,0,2,0,4,1,1,16,-1,1
27,0,0,1,1,0,0,0,4,1,1,13,40,0
25,1,0,0,0,0,0,0,2,1,4,12,48,0
57,1,0,0,0,0,0,0,2,1,1,12,45,0
27,0,0,1,1,0,0,0,4,1,1,13,45,0
47,0,0,0,0,0,0,0,2,2,1,12,50,0
19,0,0,1,0,0,0,1,2,1,4,12,40,0
57,0,0,0,0,0,0,0,3,1,1,12,45,0
40,1,0,3,1,2,0,0,3,1,1,12,48,0
22,0,0,4,1,1,2,0,2,2,4,12,20,0
58,0,0,0,0,0,0,0,1,1,1,8,50,0
25,0,0,2,0,0,1,1,3,1,1,13,45,0
25,1,0,0,0,0,0,0,2,3,4,12,0,0
56,1,0,0,0,0,0,0,1,1,1,10,46,0
16,0,0,1,0,0,0,1,1,2,4,11,16,0
40,0,0,2,1,0,1,0,4,1,1,15,50,0
54,0,0,0,0,0,0,0,1,2,1,8,10,0
57,0,0,0,0,0,0,0,3,2,1,12,30,0
35,1,0,4,1,2,1,0,1,1,1,10,48,0
26,1,0,1,0,1,0,0,2,1,4,15,48,0
56,0,0,0,0,0,0,0,2,1,1,12,45,0
58,0,0,0,0,0,0,0,1,1,1,8,46,0
49,0,0,3,0,0,2,1,2,1,1,12,45,0
28,0,1,1,0,0,0,0,3,6,1,10,0,0
59,0,0,0,0,0,0,0,2,1,1,12,40,0
63,0,0,0,0,0,0,0,1,1,1,8,43,0
47,0,0,0,0,0,0,0,3,1,1,12,40,0
65,0,0,0,0,0,0,0,1,2,1,8,40,0
27,0,0,0,0,0,0,0,3,2,4,15,6,0
61,0,1,1,0,0,0,0,2,1,1,10,45,0
55,0,0,0,0,0,0,0,3,3,1,12,0,0
55,0,0,3,0,0,1,2,2,2,1,12,42,0
55,0,0,0,0,0,0,0,2,1,1,12,40,0
55,0,0,0,0,0,0,0,4,1,1,14,45,0
57,0,0,3,0,1,1,1,1,1,1,9,45,0
43,0,1,4,0,1,2,0,2,2,1,12,45,0
58,0,0,0,0,0,0,0,2,1,1,12,40,0
54,0,0,0,0,0,0,0,4,1,1,11,45,0
53,1,0,1,0,0,0,1,1,1,1,11,45,0
51,0,0,1,0,0,0,1,6,2,1,16,45,0
53,0,0,2,0,0,1,1,2,1,1,12,45,0
47,1,0,0,0,0,0,0,1,1,5,10,60,0
56,0,0,0,0,0,0,0,6,1,2,18,43,0
61,0,0,0,0,0,0,0,4,1,1,14,50,0
36,0,0,0,0,0,0,0,5,1,4,15,60,0
56,0,0,0,0,0,0,0,4,1,1,15,45,0
58,0,0,0,0,0,0,0,4,1,1,14,50,0
33,0,0,1,1,0,0,0,5,1,1,18,50,0
45,0,0,1,0,0,1,0,3,1,1,12,45,0
42,0,1,4,0,1,2,0,2,1,1,12,66,0
50,0,0,2,0,0,1,1,4,1,1,14,45,0
46,0,0,3,0,0,2,1,4,1,1,13,45,0
50,0,0,1,0,0,0,1,5,1,1,17,50,0
66,0,0,0,0,0,0,0,2,1,1,12,45,0
38,0,0,2,0,1,1,0,5,1,1,17,45,0
40,0,0,2,0,0,1,1,3,1,1,10,55,0
37,0,0,2,0,2,0,0,4,1,1,12,70,0
58,0,0,0,0,0,0,0,2,1,1,12,50,0
61,0,0,0,0,0,0,0,1,2,1,8,40,0
56,0,0,1,0,0,0,1,4,1,1,14,48,0
61,0,0,0,0,0,0,0,2,1,1,12,45,0
46,0,0,0,0,0,0,0,2,1,2,12,45,0
56,0,0,0,0,0,0,0,2,1,1,11,45,0
64,1,0,0,0,0,0,0,1,1,1,8,48,0
41,0,0,3,0,2,0,1,4,1,1,17,60,0
36,0,0,4,1,2,1,0,4,1,1,15,42,0
48,0,0,2,0,0,1,1,2,1,1,12,50,0
46,1,1,5,0,1,3,0,1,2,1,9,-1,0
68,0,0,0,0,0,0,0,6,1,1,16,40,0
64,0,0,0,0,0,0,0,1,1,4,11,45,0
37,0,2,4,0,1,1,0,2,1,1,10,45,0
47,0,0,2,0,1,1,0,2,1,1,14,40,0
68,0,0,0,0,0,0,0,4,6,1,14,0,0
68,0,0,0,0,0,0,0,4,2,1,16,23,0
47,1,0,4,0,1,1,2,4,1,1,14,48,0
42,0,0,3,0,2,1,0,4,1,1,15,49,0
27,0,0,0,0,0,0,0,3,1,4,12,45,0
40,0,0,2,0,0,2,0,4,1,1,18,40,0
61,0,0,0,0,0,0,0,2,2,1,17,46,0
59,0,0,1,0,0,0,1,1,1,1,10,50,0
41,1,0,4,0,2,2,0,2,1,1,12,60,0
43,0,0,2,0,0,1,1,4,1,1,19,45,0
73,0,0,0,0,0,0,0,1,1,1,11,35,0
37,0,0,0,0,0,0,0,4,1,4,16,45,0
54,1,0,1,0,0,0,1,1,1,1,8,48,0
47,0,0,0,0,0,0,0,4,1,2,15,40,0
25,1,0,0,0,0,0,0,3,1,4,14,46,0
36,0,0,4,1,2,1,0,4,1,1,16,65,0
57,1,0,1,0,0,0,1,1,1,1,8,60,0
50,0,0,0,0,0,0,0,4,1,1,13,50,0
68,0,0,0,0,0,0,0,5,2,1,16,40,0
64,0,0,0,0,0,0,0,4,2,4,16,45,0
68,0,0,0,0,0,0,0,2,2,1,14,20,0
38,0,0,2,1,1,0,0,2,1,1,12,45,0
65,0,0,0,0,0,0,0,1,3,1,8,0,0
61,0,0,0,0,0,0,0,4,3,1,14,0,0
59,0,0,1,0,0,0,1,1,1,1,10,-1,0
43,0,0,3,0,1,1,1,1,1,1,9,-1,0
53,0,0,0,0,0,0,0,1,1,1,10,45,0
71,0,0,0,0,0,0,0,2,1,1,12,-1,0
58,0,0,0,0,0,0,0,3,1,2,15,44,0
66,0,0,0,0,0,0,0,2,1,1,12,43,0
50,0,0,2,0,0,1,1,3,1,1,12,35,0
44,0,0,3,0,1,1,1,1,1,1,8,-1,0
63,0,0,0,0,0,0,0,2,1,1,11,-1,0
49,1,0,1,0,0,1,0,2,1,1,12,45,0
54,0,0,0,0,0,0,0,1,2,1,10,-1,0
58,0,0,0,0,0,0,0,4,1,2,14,45,0
61,0,0,0,0,0,0,0,2,1,1,12,60,0
47,1,1,4,0,1,1,1,5,1,1,16,-1,0
71,0,0,0,0,0,0,0,4,1,1,13,45,0
43,0,1,4,0,0,3,0,4,1,1,16,50,0
57,1,0,0,0,0,0,0,4,1,1,18,40,0
37,1,0,2,0,1,1,0,2,1,1,11,46,0
67,0,0,0,0,0,0,0,1,3,1,10,0,0
50,0,0,2,0,0,1,1,3,1,1,13,42,0
43,0,0,3,0,1,2,0,4,1,1,14,-1,0
63,0,0,0,0,0,0,0,2,1,1,11,60,0
49,1,0,1,0,0,1,0,1,1,1,11,45,0
49,0,0,2,0,1,1,0,2,1,1,12,50,0
53,0,0,0,0,0,0,0,4,1,1,13,45,0
53,0,0,0,0,0,0,0,3,2,1,12,45,0
53,0,0,1,0,0,1,0,4,1,1,14,50,0
65,0,0,0,0,0,0,0,1,6,1,10,0,0
43,0,0,2,0,0,2,0,4,1,1,12,43,0
34,0,0,2,1,1,0,0,2,3,1,12,0,0
52,0,0,5,0,3,1,1,2,1,1,12,45,0
34,0,0,2,1,1,0,0,2,1,1,12,65,0
54,0,0,0,0,0,0,0,6,1,1,18,43,0
55,0,0,0,0,0,0,0,6,2,1,18,43,0
67,0,0,0,0,0,0,0,2,1,1,13,36,0
49,0,0,1,0,0,0,1,1,1,1,10,51,0
50,0,0,1,0,0,0,1,2,1,1,10,50,0
78,0,0,0,0,0,0,0,2,2,1,12,12,0
57,0,0,0,0,0,0,0,3,1,1,12,55,0
40,0,0,0,0,0,0,0,1,1,1,8,60,0
27,0,0,0,0,0,0,0,9,1,1,8,40,0
40,0,0,0,0,0,0,0,1,1,1,8,60,0
27,0,0,0,0,0,0,0,9,1,1,8,40,0
40,0,0,0,0,0,0,0,1,1,1,8,60,0
27,0,0,0,0,0,0,0,9,1,1,8,40,0
40,0,0,0,0,0,0,0,1,1,1,8,60,0
27,0,0,0,0,0,0,0,9,1,1,8,40,0
32,0,1,2,1,0,0,0,3,1,1,12,50,0
73,0,0,0,0,0,0,0,2,2,1,12,25,0
65,0,0,0,0,0,0,0,1,1,1,10,35,0
65,0,0,0,0,0,0,0,1,2,1,10,24,0
36,0,0,0,0,0,0,0,3,1,4,12,-1,0
33,1,0,0,0,0,0,0,2,1,1,12,40,0
33,1,0,0,0,0,0,0,2,1,1,12,40,0
33,1,0,0,0,0,0,0,2,1,1,12,40,0
33,1,0,0,0,0,0,0,2,1,1,12,40,0
53,0,0,0,0,0,0,0,2,2,1,11,45,0
69,0,0,0,0,0,0,0,4,1,1,14,45,0
52,0,1,2,0,1,0,0,4,1,1,13,65,0
42,0,0,4,0,1,2,1,2,1,1,12,66,0
42,0,0,4,0,1,2,1,2,3,1,12,0,0
56,0,0,0,0,0,0,0,2,1,1,12,55,0
40,1,0,5,0,1,3,1,1,1,1,9,46,0
33,0,0,3,2,1,0,0,2,1,1,12,45,0
42,0,1,5,0,1,2,1,1,1,1,11,45,0
60,0,0,0,0,0,0,0,4,2,1,16,40,0
44,0,0,1,0,0,1,0,4,1,1,13,42,0
30,0,1,1,0,0,0,0,2,1,1,12,45,0
34,0,0,3,1,2,0,0,2,1,1,12,49,0
49,0,0,2,0,0,0,2,2,1,1,12,40,0
73,0,0,0,0,0,0,0,1,2,1,12,24,0
78,0,0,0,0,0,0,0,1,2,1,10,30,0
16,0,0,1,0,0,0,1,1,2,4,11,27,0
17,0,0,1,0,0,0,1,1,2,4,12,30,0
33,1,0,1,0,0,1,0,4,1,4,14,-1,0
27,1,0,1,1,0,0,0,4,1,1,13,48,0
30,1,0,1,1,0,0,0,2,1,1,12,46,0
41,1,0,3,0,0,2,1,1,1,1,9,48,0
30,1,0,0,0,0,0,0,2,1,4,12,50,0
20,1,0,2,0,1,0,1,2,1,4,12,48,0
35,1,0,3,0,3,0,0,8,1,1,12,48,0
36,1,0,3,1,2,0,0,1,6,1,10,0,0
23,1,0,1,0,0,0,1,1,1,4,10,46,0
33,1,1,1,0,0,0,0,1,1,1,10,48,0
70,0,0,0,0,0,0,0,1,2,1,10,20,0
27,1,0,3,0,2,1,0,2,1,4,12,49,0
19,0,0,0,0,0,0,0,3,6,4,12,0,0
25,1,0,0,0,0,0,0,3,1,4,12,48,0
42,0,0,1,0,0,1,0,4,1,1,12,50,0
26,1,1,2,1,0,0,0,4,1,1,14,50,0
24,1,1,2,1,0,0,0,2,1,4,12,50,0
54,0,0,0,0,0,0,0,4,1,1,15,48,0
53,0,0,2,0,0,1,1,2,4,1,12,0,0
32,0,0,0,0,0,0,0,8,1,4,13,52,0
43,1,0,1,0,1,0,0,1,1,1,10,48,0
19,1,0,0,0,0,0,0,3,2,4,13,24,0
33,1,0,0,0,0,0,0,1,1,4,6,48,0
46,1,0,4,1,1,2,0,1,1,1,9,48,0
52,1,0,1,0,1,0,0,1,1,1,9,48,0
22,1,0,2,0,0,1,1,2,1,4,12,46,0
37,1,0,5,1,1,3,0,1,1,1,9,48,0
27,1,2,4,1,1,0,0,8,1,1,12,48,0
32,0,0,2,0,1,1,0,5,1,4,15,55,0
34,0,0,2,0,1,1,0,6,1,1,16,55,0
55,0,0,1,0,0,0,1,1,1,1,10,45,0
47,1,0,3,0,0,1,2,1,1,1,11,48,0
33,1,1,3,0,2,0,0,4,1,1,14,46,0
50,1,0,0,0,0,0,0,1,1,1,10,48,0
26,1,0,0,0,0,0,0,3,1,4,14,48,0
24,1,0,0,0,0,0,0,3,1,4,14,48,0
19,1,0,0,0,0,0,0,2,1,4,12,48,0
23,1,0,0,0,0,0,0,1,1,4,11,48,0
21,1,0,0,0,0,0,0,1,1,4,12,48,0
61,0,0,2,0,0,2,0,5,1,1,16,50,0
24,1,1,2,1,0,0,0,9,1,4,7,43,0
31,0,1,2,0,1,0,0,4,4,1,14,0,0
15,1,0,1,0,0,0,1,1,1,4,7,40,0
56,0,0,0,0,0,0,0,2,1,1,11,45,0
32,1,0,0,0,0,0,0,1,1,4,11,48,0
48,1,0,1,0,0,1,0,1,1,1,10,48,0
34,0,0,0,0,0,0,0,3,1,1,14,45,0
68,0,0,1,0,1,0,0,2,2,2,11,16,0
55,0,0,0,0,0,0,0,4,1,2,13,45,0
37,0,1,4,1,1,1,0,1,1,1,11,50,0
29,0,0,1,0,0,0,1,1,1,1,11,40,0
66,0,2,3,1,0,0,0,1,1,1,10,40,0
22,0,0,0,0,0,0,0,2,1,4,12,40,0
15,0,0,2,0,0,1,1,1,6,4,10,0,0
60,0,0,0,0,0,0,0,4,1,1,14,45,0
20,1,0,4,0,1,1,2,4,1,4,14,48,0
57,0,0,0,0,0,0,0,1,1,1,10,45,0
24,0,0,0,0,0,0,0,3,1,4,12,49,0
34,0,0,3,1,1,1,0,1,1,1,10,45,0
54,0,0,0,0,0,0,0,1,1,1,10,45,0
61,1,0,0,0,0,0,0,4,6,1,16,0,0
17,1,0,1,0,0,0,1,1,1,4,6,36,0
25,0,0,1,0,0,0,1,2,1,4,12,50,0
57,0,0,0,0,0,0,0,2,1,1,12,44,0
64,0,0,0,0,0,0,0,1,1,3,10,40,0
57,0,0,1,0,0,0,1,3,1,1,12,-1,0
54,0,0,0,0,0,0,0,2,1,4,12,40,0
33,0,0,1,1,0,0,0,4,1,1,13,40,0
68,0,0,0,0,0,0,0,4,3,1,14,0,0
45,0,0,3,0,1,2,0,3,1,1,12,40,0
39,1,0,4,1,2,1,0,2,1,1,12,46,0
46,1,0,0,0,0,0,0,3,1,4,12,50,0
42,1,1,4,1,0,1,1,1,1,1,10,-1,0
37,1,0,4,0,1,3,0,4,1,1,13,46,0
30,1,1,3,2,0,0,0,2,1,1,12,46,0
45,0,0,2,0,1,0,1,3,1,1,12,48,0
57,0,0,0,0,0,0,0,2,1,1,12,40,0
48,0,0,2,0,0,2,0,2,2,1,12,40,0
44,0,0,1,0,0,1,0,4,1,1,14,45,0
73,0,0,0,0,0,0,0,2,2,1,12,25,0
44,0,0,3,0,1,1,1,3,1,1,12,45,0
16,0,0,1,0,0,0,1,1,2,4,11,27,0
17,0,0,1,0,0,0,1,1,2,4,12,30,0
33,1,0,1,0,0,1,0,4,1,4,15,48,0
28,1,0,1,1,0,0,0,4,1,1,13,46,0
42,1,1,4,0,1,1,1,4,1,1,13,48,0
52,1,0,0,0,0,0,0,3,1,1,12,60,0
20,1,0,2,0,1,0,1,3,2,4,12,28,0
19,1,1,3,0,0,1,1,3,1,4,12,48,0
38,0,0,3,0,0,3,0,2,1,1,12,40,0
19,1,0,2,0,0,0,2,3,1,4,12,46,0
16,0,0,3,0,0,2,1,1,6,4,11,0,0
56,0,0,0,0,0,0,0,1,2,1,10,46,0
26,1,0,0,0,0,0,0,4,1,1,14,45,0
27,1,1,2,1,0,0,0,4,1,1,15,48,0
43,1,0,1,0,1,0,0,2,1,1,12,48,0
33,1,0,0,0,0,0,0,1,1,4,9,-1,0
46,1,0,4,1,1,2,0,1,1,1,9,46,0
53,1,0,1,0,0,1,0,1,1,1,9,46,0
23,1,0,1,0,0,1,0,8,1,4,12,48,0
27,1,2,4,1,1,0,0,8,1,1,12,48,0
54,0,0,0,0,0,0,0,3,1,4,10,40,0
55,0,0,1,0,0,0,1,1,2,1,10,40,0
38,0,0,0,0,0,0,0,2,1,4,12,40,0
23,1,0,0,0,0,0,0,1,1,4,10,50,0
23,1,0,0,0,0,0,0,8,1,4,12,48,0
23,1,0,0,0,0,0,0,1,1,4,11,48,0
21,1,0,0,0,0,0,0,1,1,4,12,48,0
47,0,0,0,0,0,0,0,2,1,2,12,45,0
43,1,0,6,0,3,1,2,4,3,1,14,0,0
46,1,0,2,0,0,0,2,2,1,1,12,60,0
49,1,0,4,1,1,0,2,4,1,1,15,43,0
53,0,0,3,0,0,2,1,4,1,1,14,50,0
58,0,0,0,0,0,0,0,4,2,1,14,40,0
27,1,0,0,0,0,0,0,2,1,4,12,-1,0
46,0,0,2,1,1,0,0,3,1,1,12,50,0
15,1,0,1,0,0,0,1,1,1,4,7,40,0
27,0,0,0,0,0,0,0,4,4,4,14,0,0
37,0,0,3,0,1,2,0,2,1,1,12,45,0
55,0,0,0,0,0,0,0,2,1,1,12,55,0
22,0,0,0,0,0,0,0,1,2,4,12,40,0
85,0,0,0,0,0,0,0,4,1,4,15,48,0
22,0,0,0,0,0,0,0,1,6,4,9,0,0
47,0,0,2,0,1,1,0,4,1,1,15,55,0
40,0,0,0,0,0,0,0,3,1,2,11,50,0
52,0,2,3,0,1,0,0,4,1,1,13,-1,0
56,0,0,0,0,0,0,0,4,2,1,12,45,0
60,0,0,0,0,0,0,0,4,1,1,14,45,0
29,1,1,1,0,0,0,0,2,1,1,12,48,0
58,0,0,0,0,0,0,0,2,1,1,12,48,0
17,1,0,1,0,0,0,1,1,1,4,6,36,0
40,0,0,2,0,0,2,0,4,1,1,14,46,0
25,0,0,1,0,0,0,1,2,1,4,12,45,0
54,0,0,1,0,0,0,1,2,1,1,10,51,0
27,0,0,1,0,0,0,1,2,6,4,12,0,0
57,0,0,1,0,0,0,1,2,2,1,12,40,0
40,0,0,2,0,1,1,0,4,1,1,14,40,0
58,0,0,0,0,0,0,0,2,4,1,12,0,0
28,0,1,2,1,0,0,0,3,1,1,12,40,0
44,1,0,4,0,1,1,2,2,1,1,12,54,0
39,1,0,4,0,3,1,0,2,1,1,12,50,0
41,1,0,4,0,2,1,1,4,1,1,14,48,0
42,1,1,4,1,0,1,1,1,1,1,10,46,0
37,1,0,4,0,1,3,0,4,1,1,12,48,0
57,0,0,0,0,0,0,0,6,1,1,17,45,0
48,0,0,2,0,0,2,0,4,3,1,12,0,0
49,0,0,2,0,0,2,0,3,1,1,15,-1,0
44,0,0,3,0,1,1,1,3,1,1,12,55,0
69,0,0,0,0,0,0,0,4,1,1,14,-1,0
16,0,0,1,0,0,0,1,1,2,4,11,27,0
17,0,0,1,0,0,0,1,1,2,4,12,30,0
42,1,0,4,1,1,1,1,4,1,1,15,48,0
38,1,0,2,1,1,0,0,1,1,1,10,46,0
45,1,0,1,0,0,1,0,2,1,1,12,48,0
52,1,0,0,0,0,0,0,8,1,1,12,48,0
24,1,0,0,0,0,0,0,4,1,4,14,35,0
47,1,1,4,0,1,1,1,5,1,1,16,46,0
38,1,1,2,0,0,1,0,2,1,1,12,46,0
37,1,0,4,1,1,2,0,4,1,1,13,40,0
54,1,0,1,0,0,0,1,1,1,1,9,46,0
38,0,0,3,0,0,3,0,2,1,1,12,45,0
29,0,0,1,0,0,1,0,3,1,4,12,45,0
22,1,0,5,0,1,2,2,3,1,4,12,50,0
19,0,0,3,1,2,0,0,1,1,4,12,40,0
21,1,0,1,0,0,0,1,3,1,4,12,48,0
38,1,0,5,0,2,1,2,1,1,1,8,46,0
36,1,0,3,1,1,1,0,2,1,1,12,-1,0
